Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
20;1002380;2НДФЛ;Ремонт;1;0.45;женский;0;0;высшее;специалист;< 50;3;77;30;Другое;Государственное предприятие;холост / не замужем;3;3;3;3;3;0.2083333333;0;1;0;0;0.75;3;1;19;4;1;0;4;24;1;0;0;0;0;0;0
20;1002400;2НДФЛ;Ремонт;1;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;18;51;Торговля;ОАО;женат / замужем;5;5;2;2;0;0;1;0;0;0;1;3;0;15;3;1;0;6;9;0;0;0;0;0;0;0
20;1002420;Поступление зарплаты на счет;Покупка автомобиля;0;0.12;женский;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002440;2НДФЛ;Покупка мебели;1;0.38;мужской;0;0;среднее;рабочий;>250;0;89;28;Торговля;ООО;гражданский брак;3;1;1;1;1;0;0;0;0;0;0.3333333333;1;2;28;3;1;1;9;32;0;0;0;0;0;0;0
20;1002460;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.48;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002480;Форма банка (без печати работодателя);Отпуск;1;0.3;мужской;1;0;незаконченное высшее;рабочий;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002500;Форма банка (без печати работодателя);Ремонт;1;0.27;мужской;0;0;высшее;рабочий;>250;0;54;35;Другое;ОАО;женат / замужем;2;2;2;2;2;0;0;0;0;0;0.5;1;1;21;2;0;1;17;18;0;0;0;0;0;0;0
20;1002520;Поступление зарплаты на счет;Ремонт;1;0.53;женский;0;0;высшее;специалист;>250;0;155;36;Информационные технологии;ООО;холост / не замужем;2;1;1;0;0;0;0;0;0;0;0.6666666667;2;1;96;3;0;0;7;67;0;0;0;0;0;0;0
20;1002540;Поступление зарплаты на счет;Ремонт;1;0.38;женский;0;0;высшее;специалист;>250;0;10;23;Другое;ООО;холост / не замужем;1;1;1;0;0;0;0;0;0;0;1;1;0;19;1;0;0;18;18;0;0;0;0;0;0;0
20;1002560;Форма банка (без печати работодателя);Ремонт;1;0.37;мужской;2;0;второе высшее;менеджер среднего звена;< 50;0;242;46;Торговля;ООО;женат / замужем;2;1;1;1;1;0.0197368421;1;1;0;0;0.8571428571;6;1;149;7;4;1;3;34;1;0;0;0;0;0;0
20;1002580;Поступление зарплаты на счет;Другое;0;0.44;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;22;35;Торговля;Иная форма;холост / не замужем;3;2;1;1;1;0.3564356436;1;1;0;0;0.6666666667;4;2;65;6;0;0;5;89;1;1;0;0;0;0;0
20;1002600;;Ремонт;0;;мужской;1;0;второе высшее;другое;;1;68;33;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002620;Форма банка (без печати работодателя);Ремонт;1;0.4;женский;1;0;высшее;торговый представитель;>250;0;17;32;Торговля;ООО;женат / замужем;6;1;1;0;0;0.0541310541;1;0;0;0;0.375;6;10;332;16;1;1;10;66;1;0;0;0;0;0;0
20;1002640;Поступление зарплаты на счет;Отпуск;1;0.42;мужской;1;0;среднее-специальное;рабочий;>250;0;21;45;Торговля;ООО;женат / замужем;2;1;1;1;1;0;0;0;0;0;0.3333333333;2;4;35;6;1;0;12;75;0;0;0;0;0;0;0
20;1002660;Поступление зарплаты на счет;Ремонт;1;0.34;мужской;1;0;высшее;специалист;>250;0;24;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002680;Поступление зарплаты на счет;Ремонт;1;0.51;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;89;51;Другое;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;10;1;0;0;24;24;0;0;0;0;0;0;0
20;1002700;Поступление зарплаты на счет;Ремонт;1;0.29;мужской;0;0;среднее-специальное;торговый представитель;>250;0;52;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002720;2НДФЛ;Ремонт;0;0.56;мужской;0;0;высшее;специалист;>250;1;9;30;Другое;ООО;женат / замужем;1;1;0;0;0;0.0434782609;1;0;0;0;0.4285714286;3;4;110;7;2;1;11;62;1;0;0;0;0;0;0
20;1002740;2НДФЛ;Покупка недвижимости/ строительство;1;0.54;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;39;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002760;2НДФЛ;Ремонт;1;0.29;мужской;0;0;*n.a.*;специалист;< 50;0;28;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002780;2НДФЛ;Другое;1;0.59;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002800;Форма банка (без печати работодателя);Ремонт;0;0.5;мужской;1;0;высшее;рабочий;< 50;0;131;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002820;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;1;46;26;Другое;ООО;холост / не замужем;0;0;0;0;0;0.1428571429;0;0;0;0;0.5;2;2;48;4;1;2;13;39;1;0;0;0;0;0;0
20;1002840;Форма банка (без печати работодателя);Обучение;1;0.38;мужской;1;0;среднее-специальное;специалист;>250;0;44;42;Другое;ОАО;женат / замужем;2;2;2;2;2;0;1;0;0;0;0.5;2;2;101;4;0;2;7;40;0;0;0;0;0;0;0
20;1002860;Свободная форма с печатью работодателя;Ремонт;0;0.47;мужской;1;0;высшее;вспомогательный персонал;< 50;0;12;35;Торговля;ООО;женат / замужем;1;1;0;0;0;0.130952381;0;2;0;0;0.2857142857;2;5;73;7;1;0;5;86;1;1;0;0;0;0;0
20;1002880;Форма банка (без печати работодателя);Покупка бытовой техники;0;0.2;мужской;0;0;высшее;специалист;>250;0;46;26;Торговля;ООО;женат / замужем;1;1;1;0;0;0;1;0;0;0;0.2857142857;2;5;68;7;1;3;8;38;0;0;0;0;0;0;0
20;1002900;Поступление зарплаты на счет;Покупка автомобиля;1;0.47;женский;0;0;среднее-специальное;специалист;>250;0;14;29;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.7959183673;0;2;2;0;0.6666666667;2;1;10;3;1;0;2;47;1;1;1;1;0;0;0
20;1002920;Форма банка (без печати работодателя);Ремонт;1;0.23;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;0;99;38;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002940;Форма банка (без печати работодателя);Ремонт;0;0.55;женский;1;0;высшее;специалист;>250;0;74;28;Торговля;ООО;женат / замужем;4;1;1;1;1;0.0469208211;1;1;1;1;0.2608695652;6;17;325;23;3;1;1;71;1;1;1;1;0;0;0
20;1002960;2НДФЛ;Покупка автомобиля;0;0.5;женский;1;0;высшее;менеджер среднего звена;>250;0;6;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1002980;2НДФЛ;Ремонт;0;0.48;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003000;Поступление зарплаты на счет;Покупка автомобиля;1;0.35;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;1;14;46;Торговля;ООО;женат / замужем;1;1;1;1;1;0.04;1;0;0;0;0;0;3;72;3;0;0;48;58;1;0;0;0;0;0;0
20;1003020;2НДФЛ;Покупка недвижимости/ строительство;0;0.57;женский;1;0;среднее-специальное;специалист;>250;0;20;42;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003040;Поступление зарплаты на счет;Другое;1;0.47;женский;0;0;высшее;менеджер среднего звена;>250;0;94;33;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003060;Свободная форма с печатью работодателя;Ремонт;0;0.55;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;9;25;Торговля;ООО;холост / не замужем;8;3;3;3;3;0;0;0;0;0;0.6;3;2;98;5;3;0;27;36;0;0;0;0;0;0;0
20;1003080;2НДФЛ;Покупка земли;1;0.47;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;15;29;Торговля;ООО;женат / замужем;5;3;2;2;2;0;0;0;0;0;0.5714285714;4;3;127;7;2;0;12;40;0;0;0;0;0;0;0
20;1003100;Свободная форма с печатью работодателя;Ремонт;1;0.5;женский;0;0;высшее;специалист;>250;3;23;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003120;Форма банка (без печати работодателя);Покупка автомобиля;0;0.4;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;16;44;Другое;ООО;женат / замужем;0;0;0;0;0;0.0782122905;1;1;0;0;0.3333333333;2;4;165;6;1;2;4;106;1;0;0;0;0;0;0
20;1003140;Форма банка (без печати работодателя);Ремонт;0;0.28;женский;1;0;среднее-специальное;менеджер среднего звена;>250;0;270;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003160;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.39;женский;1;0;среднее-специальное;вспомогательный персонал;>250;0;48;39;Торговля;ООО;гражданский брак;1;1;1;1;1;0;0;0;0;0;1;1;0;4;1;0;0;10;10;0;0;0;0;0;0;0
20;1003180;2НДФЛ;Покупка автомобиля;0;0.57;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;31;49;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003200;Форма банка (без печати работодателя);Другое;0;0.57;женский;0;0;*n.a.*;специалист;< 50;0;109;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003220;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;женский;1;0;Высшее/Второе высшее/Ученая степень;рабочий;>250;0;10;27;Торговля;ООО;женат / замужем;2;2;0;0;0;0.1111111111;0;1;1;1;0.5;1;1;16;2;0;0;1;22;1;0;0;0;0;0;0
20;1003240;Свободная форма с печатью работодателя;Ремонт;0;0.46;женский;0;0;высшее;специалист;>250;0;23;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003260;Поступление зарплаты на счет;Покупка автомобиля;0;0.48;мужской;1;0;высшее;менеджер среднего звена;>250;1;41;41;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.2222222222;2;7;106;9;1;6;7;74;0;0;0;0;0;0;0
20;1003280;Поступление зарплаты на счет;Другое;1;0.59;мужской;1;0;высшее;специалист;>250;0;81;31;Информационные технологии;ООО;женат / замужем;3;3;2;2;0;0.095890411;1;0;0;0;0.4166666667;5;7;132;12;3;4;6;76;1;0;0;0;0;0;0
20;1003300;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;0;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003320;Форма банка (без печати работодателя);Ремонт;1;0.58;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1003340;2НДФЛ;Ремонт;1;0.54;мужской;1;0;высшее;специалист;>250;0;63;30;Другое;ООО;разведен / разведена;5;3;1;0;0;0.2945205479;0;0;0;0;0.1111111111;1;8;103;9;1;0;18;95;1;1;1;1;1;0;0
